year,rate,Norm
1965,43.68,0.330909091
1979,43.671,0.330840909
1996,43.67,0.330833333
1969,43.658,0.330742424
1969,43.648,0.330666667
1974,43.645,0.330643939
1988,43.642,0.330621212
1992,43.64072254,0.330611534
1966,43.639,0.330598485
1970,43.638,0.330590909
1992,43.63788229,0.330590017
1975,43.63750184,0.330587135
1968,43.637,0.330583333
1969,43.637,0.330583333
1960,43.636,0.330575758
1997,43.633,0.33055303
1966,43.629,0.330522727
1980,43.627,0.330507576
1997,43.622,0.330469697
1992,43.62,0.330454545
1963,43.617,0.330431818
1983,43.61243696,0.33039725
1964,43.61,0.330378788
1972,43.608,0.330363636
2007,43.607,0.330356061
2000,43.607,0.330356061
1964,43.605,0.330340909
1978,43.603,0.330325758
1986,43.594,0.330257576
1990,43.59,0.330227273
1962,43.582,0.330166667
1996,43.581,0.330159091
1960,43.569,0.330068182
1977,43.568,0.330060606
1961,43.563,0.330022727
1981,43.561,0.330007576
1986,43.56,0.33
1971,43.56,0.33
1973,43.552,0.329939394
1980,43.55,0.329924242
1993,43.544,0.329878788
1996,43.544,0.329878788
1965,43.542,0.329863636
1991,43.54,0.329848485
1965,43.536,0.329818182
1967,43.532,0.329787879
1964,43.53,0.329772727
1980,43.523,0.329719697
2002,43.514,0.329651515
1983,43.51,0.329621212
1981,43.509,0.329613636
1971,43.503,0.329568182
1996,43.502,0.329560606
1962,43.502,0.329560606
1963,43.502,0.329560606
1980,43.493,0.329492424
1995,43.493,0.329492424
1973,43.491,0.329477273
1987,43.48670029,0.329444699
1979,43.486,0.329439394
1961,43.482,0.329409091
1996,43.47719751,0.329372708
1989,43.47,0.329318182
2001,43.466,0.329287879
1961,43.464,0.329272727
1994,43.461,0.32925
1963,43.459,0.329234848
1988,43.455,0.329204545
1984,43.454,0.32919697
1966,43.447,0.329143939
1997,43.443,0.329113636
1992,43.442,0.329106061
1962,43.44,0.329090909
1993,43.43,0.329015152
1997,43.427,0.328992424
1978,43.425,0.328977273
1970,43.424,0.328969697
1983,43.42,0.328939394
1961,43.419,0.328931818
1970,43.416,0.328909091
1998,43.415,0.328901515
1983,43.412,0.328878788
1996,43.408,0.328848485
1974,43.408,0.328848485
1960,43.407,0.328840909
1974,43.406,0.328833333
1968,43.405,0.328825758
1960,43.398,0.328772727
1970,43.397,0.328765152
1964,43.397,0.328765152
1992,43.396,0.328757576
1963,43.388,0.32869697
1980,43.387,0.328689394
1990,43.386,0.328681818
1970,43.379,0.328628788
2003,43.378,0.328621212
1998,43.374,0.328590909
1991,43.372,0.328575758
1981,43.37,0.328560606
1963,43.37,0.328560606
2002,43.367,0.328537879
1960,43.366,0.328530303
1972,43.366,0.328530303
1990,43.366,0.328530303
1994,43.358,0.328469697
1961,43.346,0.328378788
2007,43.341,0.328340909
1963,43.328,0.328242424
1999,43.327,0.328234848
1989,43.316,0.328151515
1987,43.314,0.328136364
1995,43.308,0.328090909
1968,43.308,0.328090909
1998,43.302,0.328045455
1998,43.294,0.327984848
1984,43.29315701,0.327978462
1993,43.29277055,0.327975534
2003,43.291,0.327962121
1993,43.29036564,0.327957315
1974,43.29,0.327954545
1975,43.281,0.327886364
1985,43.274,0.327833333
1967,43.269,0.327795455
1962,43.268,0.327787879
1993,43.268,0.327787879
1966,43.267,0.327780303
1966,43.265,0.327765152
1969,43.264,0.327757576
1980,43.25,0.327651515
1970,43.248,0.327636364
1979,43.247,0.327628788
1964,43.246,0.327621212
1980,43.242,0.327590909
1963,43.241,0.327583333
1973,43.225,0.327462121
1976,43.223,0.32744697
2004,43.221,0.327431818
1965,43.22,0.327424242
1961,43.219,0.327416667
1965,43.219,0.327416667
1984,43.218,0.327409091
1981,43.216,0.327393939
1982,43.203,0.327295455
1967,43.2,0.327272727
1975,43.198,0.327257576
1963,43.193,0.327219697
1987,43.189,0.327189394
2000,43.186,0.327166667
1981,43.175,0.327083333
1987,43.169,0.327037879
1979,43.167,0.327022727
1969,43.165,0.327007576
1963,43.16,0.326969697
1986,43.148,0.326878788
1960,43.146,0.326863636
1968,43.146,0.326863636
1994,43.141,0.326825758
1969,43.14,0.326818182
2005,43.136,0.326787879
1967,43.129,0.326734848
1970,43.117,0.326643939
1969,43.117,0.326643939
1962,43.116,0.326636364
2003,43.115,0.326628788
1970,43.115,0.326628788
1970,43.114,0.326621212
1995,43.112,0.326606061
1960,43.105,0.32655303
1997,43.10431474,0.326547839
1997,43.103,0.326537879
1982,43.099,0.326507576
1993,43.099,0.326507576
1966,43.092,0.326454545
1971,43.085,0.326401515
1963,43.082,0.326378788
1997,43.075,0.326325758
1974,43.075,0.326325758
1988,43.07195284,0.326302673
1984,43.063,0.326234848
1971,43.056,0.326181818
1971,43.056,0.326181818
1969,43.053,0.326159091
1965,43.051,0.326143939
1975,43.05,0.326136364
1972,43.046,0.326106061
1981,43.038,0.326045455
1982,43.035,0.326022727
1969,43.035,0.326022727
1965,43.033,0.326007576
1985,43.021,0.325916667
1964,43.021,0.325916667
2006,43.015,0.325871212
1980,43.014,0.325863636
2001,43.004,0.325787879
1973,43.001,0.325765152
1988,42.994,0.325712121
1999,42.987,0.325659091
1967,42.977,0.325583333
1981,42.971,0.325537879
1985,42.965,0.325492424
1960,42.963,0.325477273
1971,42.96,0.325454545
1982,42.958,0.325439394
1974,42.955,0.325416667
1999,42.955,0.325416667
1964,42.954,0.325409091
1976,42.953,0.325401515
1967,42.95,0.325378788
1994,42.946,0.325348485
1981,42.945,0.325340909
1974,42.944,0.325333333
1994,42.93743429,0.325283593
1994,42.93547984,0.325268787
1962,42.934,0.325257576
1985,42.92390063,0.325181065
1993,42.919,0.325143939
1984,42.916,0.325121212
1975,42.911,0.325083333
1989,42.91,0.325075758
1964,42.908,0.325060606
1971,42.907,0.32505303
1999,42.898,0.324984848
1971,42.895,0.324962121
1975,42.89466514,0.324959584
1999,42.894,0.324954545
1994,42.885,0.324886364
1970,42.882,0.324863636
1976,42.88,0.324848485
2008,42.879,0.324840909
2008,42.875,0.324810606
1968,42.869,0.324765152
1960,42.865,0.324734848
1975,42.863,0.324719697
1975,42.863,0.324719697
1963,42.86,0.32469697
1965,42.86,0.32469697
1980,42.846,0.324590909
2007,42.844,0.324575758
1960,42.843,0.324568182
1972,42.841,0.32455303
1982,42.827,0.32444697
1967,42.827,0.32444697
1983,42.819,0.324386364
1981,42.816,0.324363636
1969,42.815,0.324356061
1997,42.813,0.324340909
1977,42.813,0.324340909
1966,42.809,0.324310606
1972,42.809,0.324310606
1961,42.806,0.324287879
1973,42.806,0.324287879
1972,42.805,0.324280303
1996,42.801,0.32425
1972,42.797,0.324219697
1982,42.793,0.324189394
2002,42.793,0.324189394
1971,42.785,0.324128788
1988,42.781,0.324098485
1978,42.771,0.324022727
1994,42.77,0.324015152
1974,42.767,0.323992424
1986,42.758,0.323924242
1962,42.757,0.323916667
1976,42.744,0.323818182
1998,42.74362277,0.323815324
1968,42.741,0.323795455
1970,42.739,0.323780303
1963,42.737,0.323765152
1982,42.736,0.323757576
1964,42.733,0.323734848
1968,42.728,0.32369697
1981,42.725,0.323674242
1976,42.725,0.323674242
1968,42.723,0.323659091
1982,42.721,0.323643939
1973,42.717,0.323613636
1963,42.717,0.323613636
1979,42.71,0.323560606
1985,42.709,0.32355303
1963,42.707,0.323537879
1998,42.706,0.323530303
1981,42.706,0.323530303
1977,42.705,0.323522727
1986,42.702,0.3235
1962,42.695,0.32344697
1962,42.692,0.323424242
1975,42.69,0.323409091
1966,42.688,0.323393939
1974,42.683,0.323356061
2004,42.682,0.323348485
1969,42.678,0.323318182
1980,42.677,0.323310606
1965,42.672,0.323272727
1975,42.66936609,0.323252773
1969,42.669,0.32325
1973,42.668,0.323242424
1992,42.66,0.323181818
1985,42.658,0.323166667
1973,42.657,0.323159091
1989,42.65417842,0.323137715
1961,42.65,0.323106061
1967,42.648,0.323090909
1997,42.646,0.323075758
1980,42.644,0.323060606
1996,42.64,0.323030303
1964,42.639,0.323022727
1971,42.631,0.322962121
2000,42.624,0.322909091
1961,42.622,0.322893939
1963,42.622,0.322893939
1960,42.62,0.322878788
1984,42.617,0.322856061
1998,42.616,0.322848485
1965,42.615,0.322840909
2008,42.61,0.32280303
1968,42.609,0.322795455
1972,42.606,0.322772727
1995,42.605,0.322765152
1986,42.603,0.32275
1987,42.598,0.322712121
1983,42.597,0.322704545
1968,42.594,0.322681818
1966,42.592,0.322666667
1980,42.585,0.322613636
1989,42.581,0.322583333
1964,42.58,0.322575758
1995,42.57730852,0.322555368
1977,42.576,0.322545455
1995,42.57578563,0.322543831
1976,42.572,0.322515152
1965,42.569,0.322492424
2003,42.565,0.322462121
1986,42.561,0.322431818
1985,42.56,0.322424242
1964,42.56,0.322424242
1994,42.55,0.322348485
1961,42.549,0.322340909
2004,42.549,0.322340909
1960,42.546,0.322318182
1999,42.545,0.322310606
1982,42.544,0.32230303
1980,42.538,0.322257576
1967,42.537,0.32225
1974,42.533,0.322219697
1986,42.52469572,0.322156786
1964,42.523,0.322143939
1974,42.522,0.322136364
1983,42.519,0.322113636
1967,42.517,0.322098485
1977,42.513,0.322068182
1966,42.507,0.322022727
2000,42.502,0.321984848
1983,42.502,0.321984848
1972,42.501,0.321977273
1986,42.498,0.321954545
1984,42.493,0.321916667
1965,42.492,0.321909091
1968,42.491,0.321901515
1998,42.491,0.321901515
1969,42.486,0.321863636
1993,42.486,0.321863636
1978,42.484,0.321848485
1988,42.482,0.321833333
1995,42.473,0.321765152
1975,42.472,0.321757576
1967,42.472,0.321757576
1975,42.47,0.321742424
1995,42.47,0.321742424
1966,42.469,0.321734848
1988,42.464,0.32169697
1982,42.453,0.321613636
1976,42.449,0.321583333
1960,42.449,0.321583333
1987,42.447,0.321568182
1960,42.444,0.321545455
1991,42.443,0.321537879
1982,42.439,0.321507576
1983,42.434,0.321469697
1997,42.432,0.321454545
1992,42.428,0.321424242
2000,42.428,0.321424242
1981,42.42537834,0.321404381
1984,42.421,0.321371212
1982,42.415,0.321325758
1977,42.414,0.321318182
1975,42.411,0.321295455
1965,42.411,0.321295455
1982,42.408,0.321272727
1989,42.408,0.321272727
1985,42.408,0.321272727
1983,42.4,0.321212121
2000,42.399,0.321204545
1981,42.398,0.32119697
1983,42.387,0.321113636
1991,42.387,0.321113636
1999,42.38362851,0.321088095
1961,42.382,0.321075758
1991,42.38,0.321060606
1981,42.377,0.321037879
1990,42.377,0.321037879
1989,42.373,0.321007576
1983,42.372,0.321
1990,42.366,0.320954545
1964,42.364,0.320939394
1967,42.362,0.320924242
1981,42.362,0.320924242
1985,42.359,0.320901515
1986,42.359,0.320901515
1961,42.358,0.320893939
1965,42.356,0.320878788
1961,42.354,0.320863636
1978,42.352,0.320848485
1968,42.35,0.320833333
1960,42.349,0.320825758
1982,42.342,0.320772727
1998,42.339,0.32075
1980,42.33418061,0.320713489
1976,42.334,0.320712121
1980,42.333,0.320704545
1967,42.331,0.320689394
1983,42.33,0.320681818
1963,42.328,0.320666667
2004,42.324,0.320636364
1973,42.324,0.320636364
1982,42.322,0.320621212
1975,42.32,0.320606061
1984,42.318,0.320590909
1999,42.316,0.320575758
1962,42.316,0.320575758
1983,42.311,0.320537879
1962,42.309,0.320522727
2001,42.307,0.320507576
1979,42.306,0.3205
1975,42.303,0.320477273
1962,42.299,0.32044697
1967,42.299,0.32044697
1979,42.298,0.320439394
1966,42.298,0.320439394
1977,42.292,0.320393939
1962,42.284,0.320333333
1978,42.282,0.320318182
1961,42.278,0.320287879
1978,42.271,0.320234848
1984,42.27,0.320227273
1960,42.267,0.320204545
2001,42.266,0.32019697
1960,42.264,0.320181818
1987,42.262,0.320166667
1982,42.26,0.320151515
1981,42.259,0.320143939
1964,42.253,0.320098485
1963,42.249,0.320068182
1970,42.247,0.32005303
2000,42.242,0.320015152
1960,42.24,0.32
1990,42.23681195,0.319975848
1986,42.23,0.319924242
1968,42.226,0.319893939
1963,42.226,0.319893939
1996,42.22560538,0.31989095
1963,42.225,0.319886364
1996,42.22448995,0.3198825
1996,42.224,0.319878788
1983,42.222,0.319863636
1990,42.216,0.319818182
1978,42.216,0.319818182
1964,42.214,0.31980303
1965,42.208,0.319757576
1969,42.202,0.319712121
1980,42.202,0.319712121
1965,42.201,0.319704545
1962,42.2,0.31969697
1988,42.193,0.319643939
1972,42.193,0.319643939
1964,42.192,0.319636364
1981,42.192,0.319636364
1966,42.189,0.319613636
1969,42.182,0.319560606
1966,42.178,0.319530303
1981,42.165,0.319431818
1968,42.161,0.319401515
1981,42.159,0.319386364
1962,42.157,0.319371212
1964,42.141,0.31925
1961,42.141,0.31925
1964,42.136,0.319212121
2001,42.131,0.319174242
1985,42.131,0.319174242
1960,42.12,0.319090909
1976,42.12,0.319090909
1985,42.105,0.318977273
1987,42.09988221,0.318938502
1991,42.098,0.318924242
1986,42.096,0.318909091
1984,42.088,0.318848485
1990,42.086,0.318833333
1970,42.078,0.318772727
1962,42.074,0.318742424
1979,42.074,0.318742424
1966,42.073,0.318734848
2005,42.072,0.318727273
2002,42.066,0.318681818
1965,42.06,0.318636364
1980,42.05775575,0.318619362
1984,42.054,0.318590909
1974,42.05,0.318560606
1970,42.046,0.318530303
1965,42.046,0.318530303
1990,42.045,0.318522727
1982,42.043,0.318507576
1987,42.036,0.318454545
1983,42.033,0.318431818
1996,42.033,0.318431818
1983,42.029,0.318401515
1997,42.029,0.318401515
1976,42.021,0.318340909
1968,42.021,0.318340909
2000,42.0207773,0.318339222
1983,42.02,0.318333333
1983,42.019,0.318325758
1987,42.019,0.318325758
1998,42.015,0.318295455
1980,42.01,0.318257576
2005,42.01,0.318257576
2002,42.003,0.318204545
1995,42.002,0.31819697
1967,42,0.318181818
1970,42,0.318181818
1979,42,0.318181818
1984,41.994,0.318136364
1961,41.993,0.318128788
1998,41.986,0.318075758
1987,41.979,0.318022727
1979,41.977,0.318007576
1992,41.977,0.318007576
1977,41.973,0.317977273
1966,41.968,0.317939394
1967,41.966,0.317924242
1982,41.963,0.317901515
1967,41.96,0.317878788
1979,41.954,0.317833333
1984,41.951,0.317810606
1990,41.95,0.31780303
1980,41.949,0.317795455
2000,41.942,0.317742424
1981,41.942,0.317742424
1985,41.939,0.317719697
1960,41.939,0.317719697
1967,41.936,0.31769697
1966,41.923,0.317598485
1981,41.92280196,0.317596985
1987,41.919,0.317568182
1970,41.91851208,0.317564485
1979,41.918,0.317560606
1978,41.91,0.3175
1967,41.907,0.317477273
1978,41.904,0.317454545
1962,41.891,0.317356061
1998,41.889,0.317340909
1983,41.888,0.317333333
2001,41.883,0.317295455
2004,41.882,0.317287879
1964,41.881,0.317280303
1965,41.88,0.317272727
1997,41.87865858,0.317262565
1997,41.87793289,0.317257067
2005,41.877,0.31725
1983,41.874,0.317227273
1986,41.874,0.317227273
1968,41.873,0.317219697
1968,41.863,0.317143939
1980,41.85568488,0.317088522
2003,41.855,0.317083333
1999,41.843,0.316992424
1981,41.84102035,0.316977427
1989,41.838,0.316954545
2003,41.834,0.316924242
1980,41.832,0.316909091
2005,41.832,0.316909091
1969,41.828,0.316878788
1988,41.827,0.316871212
1991,41.82474497,0.316854129
1991,41.824,0.316848485
2006,41.822,0.316833333
2002,41.813,0.316765152
1966,41.81,0.316742424
1989,41.805,0.316704545
2006,41.803,0.316689394
1999,41.803,0.316689394
1965,41.8,0.316666667
1999,41.8,0.316666667
1967,41.8,0.316666667
1982,41.79680212,0.31664244
1981,41.795,0.316628788
1977,41.788,0.316575758
1970,41.788,0.316575758
1988,41.787,0.316568182
1970,41.781,0.316522727
1989,41.78,0.316515152
1971,41.78,0.316515152
1973,41.78,0.316515152
2002,41.779,0.316507576
1982,41.779,0.316507576
2001,41.777,0.316492424
2000,41.768,0.316424242
1961,41.767,0.316416667
1975,41.766,0.316409091
1973,41.746,0.316257576
1963,41.743,0.316234848
1980,41.743,0.316234848
1960,41.741,0.316219697
1962,41.736,0.316181818
1960,41.727,0.316113636
1971,41.725,0.316098485
1982,41.719,0.31605303
2007,41.711,0.315992424
1961,41.707,0.315962121
2003,41.706,0.315954545
1968,41.705,0.31594697
1969,41.704,0.315939394
1980,41.701,0.315916667
1981,41.701,0.315916667
1980,41.691,0.315840909
1984,41.691,0.315840909
1988,41.689,0.315825758
2001,41.68747669,0.315814217
1966,41.687,0.315810606
1961,41.674,0.315712121
1983,41.67388243,0.315711231
1988,41.65795374,0.315590559
1985,41.655,0.315568182
1967,41.647,0.315507576
1960,41.64652402,0.31550397
1982,41.639,0.31544697
1983,41.634,0.315409091
1987,41.629,0.315371212
1972,41.623,0.315325758
1962,41.622,0.315318182
1962,41.61,0.315227273
1977,41.609,0.315219697
1965,41.599,0.315143939
1966,41.596,0.315121212
2001,41.592,0.315090909
1976,41.589,0.315068182
1997,41.589,0.315068182
1977,41.574,0.314954545
2004,41.574,0.314954545
1985,41.569,0.314916667
2001,41.565,0.314886364
1999,41.554,0.31480303
1986,41.554,0.31480303
1986,41.55,0.314772727
1998,41.54305404,0.314720106
1998,41.54270826,0.314717487
1988,41.542,0.314712121
2008,41.534,0.314651515
1963,41.533,0.314643939
1960,41.51328416,0.314494577
2007,41.51,0.314469697
1972,41.508,0.314454545
1989,41.495,0.314356061
1991,41.487,0.314295455
1985,41.481,0.31425
1988,41.475,0.314204545
1984,41.475,0.314204545
1984,41.475,0.314204545
1973,41.467,0.314143939
1982,41.461,0.314098485
1976,41.458,0.314075758
1963,41.455,0.31405303
1971,41.455,0.31405303
2003,41.44,0.313939394
1963,41.431,0.313871212
1963,41.422,0.31380303
1962,41.412,0.313727273
1986,41.411,0.313719697
1965,41.41,0.313712121
1968,41.409,0.313704545
1992,41.4089315,0.313704027
2004,41.406,0.313681818
1990,41.4,0.313636364
1976,41.396,0.313606061
1969,41.389,0.31355303
1984,41.378,0.313469697
1985,41.378,0.313469697
1974,41.378,0.313469697
1964,41.377,0.313462121
1981,41.377,0.313462121
2006,41.375,0.31344697
1988,41.369,0.313401515
1989,41.369,0.313401515
1981,41.365,0.313371212
2002,41.36,0.313333333
1991,41.359,0.313325758
1969,41.359,0.313325758
2002,41.35723312,0.313312372
1960,41.356,0.31330303
1981,41.355,0.313295455
1961,41.347,0.313234848
1976,41.342,0.31319697
1969,41.341,0.313189394
1986,41.341,0.313189394
1971,41.34,0.313181818
1961,41.332,0.313121212
1975,41.325,0.313068182
1999,41.322,0.313045455
1965,41.308,0.312939394
1965,41.3,0.312878788
1984,41.297,0.312856061
1969,41.288,0.312787879
1982,41.288,0.312787879
2005,41.288,0.312787879
1992,41.284,0.312757576
1968,41.27,0.312651515
2002,41.265,0.312613636
1974,41.251,0.312507576
1982,41.24138648,0.312434746
1965,41.232,0.312363636
1992,41.228,0.312333333
1999,41.22305195,0.312295848
1999,41.22304251,0.312295777
1964,41.221,0.312280303
1979,41.221,0.312280303
1989,41.21532872,0.312237339
1968,41.212,0.312212121
1999,41.211,0.312204545
1969,41.211,0.312204545
1970,41.2,0.312121212
1987,41.197,0.312098485
1989,41.196,0.312090909
1966,41.195,0.312083333
1987,41.192,0.312060606
1982,41.18851294,0.312034189
1990,41.188,0.312030303
1990,41.188,0.312030303
2008,41.188,0.312030303
2006,41.185,0.312007576
1987,41.18,0.311969697
1973,41.178,0.311954545
1984,41.173,0.311916667
2005,41.173,0.311916667
2007,41.173,0.311916667
1991,41.166,0.311863636
1962,41.162,0.311833333
1998,41.154,0.311772727
2000,41.148,0.311727273
1984,41.143,0.311689394
1963,41.142,0.311681818
1983,41.132,0.311606061
2008,41.132,0.311606061
2004,41.131,0.311598485
1984,41.127,0.311568182
1986,41.123,0.311537879
1977,41.121,0.311522727
1963,41.112,0.311454545
1978,41.11,0.311439394
2004,41.108,0.311424242
1971,41.105,0.311401515
1970,41.1,0.311363636
1984,41.08931169,0.311282664
1989,41.088,0.311272727
1986,41.086,0.311257576
2005,41.084,0.311242424
1996,41.077,0.311189394
2000,41.056,0.311030303
1990,41.056,0.311030303
1965,41.055,0.311022727
1983,41.05370272,0.311012899
2003,41.05184733,0.310998843
1987,41.051,0.310992424
2003,41.051,0.310992424
1964,41.05,0.310984848
1965,41.041,0.310916667
1969,41.036,0.310878788
1982,41.034,0.310863636
1982,41.028,0.310818182
1964,41.024,0.310787879
1960,41.022,0.310772727
1985,41.022,0.310772727
1965,41.01698906,0.310734766
1971,41.016,0.310727273
1970,41.014,0.310712121
1974,41.013,0.310704545
1967,41.002,0.310621212
2006,40.997,0.310583333
1983,40.9920666,0.310545959
1993,40.98951215,0.310526607
1983,40.983,0.310477273
2006,40.981,0.310462121
1986,40.98,0.310454545
1962,40.978,0.310439394
1988,40.973,0.310401515
1967,40.972,0.310393939
1992,40.971,0.310386364
1965,40.971,0.310386364
1982,40.968,0.310363636
1975,40.964,0.310333333
1975,40.961,0.310310606
2002,40.959,0.310295455
2003,40.956,0.310272727
1982,40.955,0.310265152
1967,40.946,0.31019697
2002,40.935,0.310113636
1987,40.933,0.310098485
1989,40.927,0.31005303
1985,40.923,0.310022727
2000,40.91767082,0.309982355
2000,40.91735171,0.309979937
1991,40.906,0.309893939
1991,40.901,0.309856061
1984,40.9,0.309848485
1972,40.895,0.309810606
1972,40.888,0.309757576
1960,40.886,0.309742424
1986,40.876,0.309666667
1968,40.874,0.309651515
1969,40.871,0.309628788
1985,40.868,0.309606061
1966,40.866,0.309590909
1985,40.854,0.3095
1984,40.853,0.309492424
1964,40.851,0.309477273
1984,40.847,0.30944697
1961,40.841,0.309401515
2003,40.837,0.309371212
1965,40.8278273,0.309301722
1978,40.82,0.309242424
1978,40.817,0.309219697
1977,40.81,0.309166667
1974,40.801,0.309098485
1987,40.8,0.309090909
1966,40.799,0.309083333
1964,40.795,0.30905303
2001,40.795,0.30905303
1974,40.792,0.309030303
1993,40.792,0.309030303
1990,40.791,0.309022727
1966,40.779,0.308931818
2007,40.779,0.308931818
1990,40.77550487,0.30890534
2005,40.773,0.308886364
1969,40.773,0.308886364
1970,40.766,0.308833333
1992,40.759,0.308780303
1978,40.752,0.308727273
1993,40.746,0.308681818
1991,40.745,0.308674242
1989,40.744,0.308666667
1979,40.742,0.308651515
1999,40.74,0.308636364
1976,40.736,0.308606061
2004,40.73439243,0.308593882
2006,40.723,0.308507576
1986,40.719,0.308477273
1973,40.69,0.308257576
1965,40.689,0.30825
1983,40.682,0.30819697
1988,40.678,0.308166667
1962,40.673,0.308128788
2000,40.66666667,0.308080808
1966,40.661,0.308037879
1967,40.66,0.308030303
2004,40.659,0.308022727
1992,40.659,0.308022727
1987,40.655,0.307992424
1965,40.653,0.307977273
2007,40.653,0.307977273
1965,40.652,0.307969697
1984,40.652,0.307969697
1985,40.642,0.307893939
1963,40.642,0.307893939
1979,40.635,0.307840909
2001,40.63187618,0.307817244
2001,40.63130228,0.307812896
2000,40.618,0.307712121
1975,40.615,0.307689394
1983,40.615,0.307689394
1983,40.613,0.307674242
1991,40.608,0.307636364
1964,40.606,0.307621212
1970,40.601,0.307583333
1976,40.6,0.307575758
1985,40.584,0.307454545
1971,40.583,0.30744697
1985,40.581,0.307431818
1960,40.578,0.307409091
1980,40.572,0.307363636
1967,40.572,0.307363636
1994,40.55888129,0.307264252
1967,40.552,0.307212121
1964,40.546,0.307166667
1983,40.544,0.307151515
1961,40.543,0.307143939
1983,40.533,0.307068182
1983,40.531,0.30705303
2001,40.529,0.307037879
1992,40.528,0.307030303
1963,40.526,0.307015152
1967,40.522,0.306984848
1978,40.522,0.306984848
1964,40.52,0.306969697
2000,40.512,0.306909091
1988,40.51,0.306893939
1976,40.502,0.306833333
1977,40.501,0.306825758
1965,40.501,0.306825758
1987,40.489,0.306734848
1991,40.488,0.306727273
1990,40.487,0.306719697
1993,40.475,0.306628788
1974,40.472,0.306606061
1984,40.47049248,0.30659464
1984,40.46640194,0.306563651
1962,40.466,0.306560606
1970,40.433,0.306310606
1973,40.428,0.306272727
2001,40.428,0.306272727
1992,40.425,0.30625
2006,40.422,0.306227273
2003,40.418,0.30619697
1988,40.408,0.306121212
1963,40.408,0.306121212
2000,40.407,0.306113636
1993,40.403,0.306083333
1967,40.403,0.306083333
1963,40.4,0.306060606
2005,40.3992513,0.306054934
1990,40.392,0.306
1966,40.391,0.305992424
1972,40.388,0.305969697
1986,40.385,0.30594697
1999,40.384,0.305939394
1986,40.383,0.305931818
1970,40.381,0.305916667
1962,40.38,0.305909091
1970,40.38,0.305909091
1992,40.376,0.305878788
1968,40.375,0.305871212
1983,40.371,0.305840909
1975,40.367,0.305810606
2000,40.367,0.305810606
2005,40.366,0.30580303
1964,40.366,0.30580303
2002,40.36161971,0.305769846
1973,40.361,0.305765152
2002,40.36085155,0.305764027
1979,40.354,0.305712121
1991,40.34815162,0.305667815
1994,40.348,0.305666667
1964,40.346,0.305651515
1963,40.342,0.305621212
1970,40.338,0.305590909
1977,40.336,0.305575758
1973,40.334,0.305560606
1984,40.327,0.305507576
1970,40.321,0.305462121
2004,40.319,0.30544697
1961,40.312,0.305393939
1963,40.312,0.305393939
2007,40.307,0.305356061
2008,40.305,0.305340909
1981,40.302,0.305318182
1969,40.297,0.305280303
1962,40.291,0.305234848
1968,40.288,0.305212121
1987,40.288,0.305212121
1995,40.265,0.305037879
1984,40.254,0.304954545
1969,40.247,0.304901515
1965,40.24348792,0.304874908
1972,40.227,0.30475
1961,40.226,0.304742424
1992,40.225,0.304734848
2008,40.224,0.304727273
1960,40.22,0.30469697
1994,40.212,0.304636364
1989,40.211,0.304628788
1968,40.206,0.304590909
1996,40.204,0.304575758
1985,40.202,0.304560606
1966,40.201,0.30455303
1991,40.189,0.304462121
1992,40.179,0.304386364
1970,40.176,0.304363636
1977,40.172,0.304333333
1997,40.17,0.304318182
1971,40.17,0.304318182
1980,40.169,0.304310606
1966,40.168,0.30430303
1988,40.168,0.30430303
1964,40.16,0.304242424
1967,40.156,0.304212121
1971,40.147,0.304143939
1985,40.138,0.304075758
1969,40.135,0.30405303
1971,40.131,0.304022727
1985,40.131,0.304022727
1997,40.128,0.304
1972,40.121,0.30394697
1987,40.121,0.30394697
1986,40.116,0.303909091
1995,40.11547134,0.303905086
1979,40.113,0.303886364
1998,40.112,0.303878788
1984,40.107,0.303840909
1965,40.104,0.303818182
2007,40.1,0.303787879
1967,40.1,0.303787879
2003,40.09320262,0.303736383
2003,40.09230832,0.303729608
1993,40.086,0.303681818
1985,40.078,0.303621212
1988,40.076,0.303606061
2006,40.06705639,0.303538306
2006,40.065,0.303522727
2001,40.057,0.303462121
1992,40.054,0.303439394
1984,40.054,0.303439394
1966,40.052,0.303424242
1966,40.048,0.303393939
2007,40.045,0.303371212
1987,40.041,0.303340909
1967,40.026,0.303227273
1994,40.025,0.303219697
1990,40.014,0.303136364
1998,40.006,0.303075758
1968,39.995,0.302992424
1985,39.99128726,0.302964297
1971,39.985,0.302916667
1986,39.985,0.302916667
2002,39.983,0.302901515
1972,39.982,0.302893939
1977,39.982,0.302893939
1985,39.981,0.302886364
1968,39.974,0.302833333
1986,39.969,0.302795455
1987,39.963,0.30275
1974,39.96,0.302727273
1982,39.95,0.302651515
1989,39.945,0.302613636
2004,39.939,0.302568182
1970,39.939,0.302568182
1968,39.938,0.302560606
1988,39.931,0.302507576
1988,39.93,0.3025
1980,39.929,0.302492424
1966,39.928,0.302484848
1976,39.927,0.302477273
1992,39.92151402,0.302435712
1971,39.92,0.302424242
1965,39.912,0.302363636
1986,39.908,0.302333333
2001,39.905,0.302310606
1971,39.905,0.302310606
1990,39.9,0.302272727
1965,39.883,0.302143939
1984,39.873,0.302068182
1962,39.866,0.302015152
1987,39.863,0.301992424
1987,39.86,0.301969697
1992,39.857,0.30194697
1964,39.85,0.301893939
1993,39.849,0.301886364
1997,39.848,0.301878788
1974,39.843,0.301840909
1987,39.836,0.301787879
