year,rate,Norm
1986,28.71019973,0.217501513
1985,28.709,0.217492424
1988,28.70678899,0.217475674
1982,28.706,0.217469697
1982,28.705,0.217462121
1993,28.7,0.217424242
1994,28.7,0.217424242
2005,28.699,0.217416667
1984,28.698,0.217409091
2000,28.68279615,0.21729391
1985,28.677,0.21725
1973,28.677,0.21725
1986,28.671,0.217204545
1973,28.651,0.21705303
1989,28.645,0.217007576
1987,28.64139666,0.216980278
2003,28.641,0.216977273
1991,28.633,0.216916667
2003,28.631,0.216901515
1977,28.606,0.216712121
1998,28.603,0.216689394
1965,28.6,0.216666667
1992,28.6,0.216666667
1987,28.582,0.216530303
1998,28.576,0.216484848
1998,28.573,0.216462121
2005,28.573,0.216462121
1980,28.56451064,0.216397808
1991,28.562,0.216378788
1990,28.56,0.216363636
1974,28.551,0.216295455
1976,28.544,0.216242424
1988,28.541,0.216219697
2004,28.538,0.21619697
1996,28.538,0.21619697
2005,28.535,0.216174242
1997,28.53266948,0.216156587
2006,28.527,0.216113636
1984,28.5227325,0.216081307
1999,28.512,0.216
1999,28.508,0.215969697
1990,28.505,0.21594697
1972,28.5,0.215909091
2002,28.5,0.215909091
1963,28.488,0.215818182
1992,28.484,0.215787879
1986,28.481,0.215765152
1980,28.48033587,0.21576012
1989,28.473,0.215704545
1985,28.4659978,0.215651498
1984,28.453,0.21555303
2008,28.435,0.215416667
1991,28.434,0.215409091
1996,28.433,0.215401515
1978,28.424,0.215333333
1988,28.419,0.215295455
1983,28.419,0.215295455
2007,28.41,0.215227273
1998,28.404,0.215181818
1990,28.40304159,0.215174558
1983,28.402,0.215166667
2002,28.397,0.215128788
1993,28.393,0.215098485
2006,28.392,0.215090909
1995,28.382,0.215015152
1969,28.381,0.215007576
1972,28.368,0.214909091
1990,28.368,0.214909091
2006,28.364,0.214878788
2006,28.36,0.214848485
2004,28.353,0.214795455
2006,28.347,0.21475
2001,28.338,0.214681818
1987,28.326,0.214590909
1977,28.324,0.214575758
1999,28.319,0.214537879
1991,28.31500983,0.21450765
1997,28.307,0.21444697
2001,28.30523828,0.214433623
1971,28.303,0.214416667
1960,28.3,0.214393939
1995,28.3,0.214393939
1987,28.3,0.214393939
2000,28.292,0.214333333
1979,28.278,0.214227273
1995,28.27060937,0.214171283
1993,28.26,0.214090909
2003,28.252,0.214030303
1987,28.23854712,0.213928387
2006,28.235,0.213901515
1983,28.231,0.213871212
1963,28.229,0.213856061
1984,28.228,0.213848485
2007,28.203,0.213659091
2000,28.203,0.213659091
2007,28.202,0.213651515
1995,28.19056498,0.213564886
1975,28.19,0.213560606
1986,28.182,0.2135
1980,28.18192524,0.213499434
1998,28.174,0.213439394
1971,28.167,0.213386364
2002,28.156,0.21330303
1994,28.154,0.213287879
1965,28.146,0.213227273
1999,28.142,0.21319697
1987,28.14127411,0.213191471
1978,28.139,0.213174242
1984,28.135,0.213143939
1993,28.111,0.212962121
1971,28.108,0.212939394
1965,28.1,0.212878788
1981,28.1,0.212878788
1975,28.1,0.212878788
1991,28.097,0.212856061
1964,28.084,0.212757576
1975,28.083,0.21275
2006,28.082,0.212742424
2008,28.079,0.212719697
1984,28.076,0.21269697
1966,28.069,0.212643939
1981,28.06629402,0.21262344
2002,28.06,0.212575758
1970,28.05,0.2125
1999,28.048,0.212484848
2000,28.036,0.212393939
1964,28.026,0.212318182
1998,28.01144259,0.212207898
1960,28,0.212121212
1971,28,0.212121212
1973,28,0.212121212
1986,28,0.212121212
2007,27.99,0.212045455
1985,27.981,0.211977273
2008,27.98,0.211969697
2007,27.971,0.211901515
2002,27.96243696,0.211836644
1989,27.962,0.211833333
1988,27.951,0.21175
1989,27.94927107,0.211736902
1982,27.94341576,0.211692544
1984,27.942,0.211681818
1999,27.935,0.211628788
1981,27.93433285,0.211623734
1973,27.93,0.211590909
1985,27.926,0.211560606
1988,27.92397713,0.211545281
2007,27.923,0.211537879
1976,27.912,0.211454545
2000,27.902,0.211378788
1976,27.9,0.211363636
2000,27.894,0.211318182
2005,27.884,0.211242424
1985,27.874,0.211166667
1992,27.874,0.211166667
1992,27.858,0.211045455
1990,27.855,0.211022727
1987,27.848,0.210969697
1992,27.832,0.210848485
1994,27.819,0.21075
1987,27.816,0.210727273
1980,27.812,0.21069697
1977,27.8,0.210606061
1991,27.793,0.21055303
1986,27.779,0.21044697
1990,27.775,0.210416667
1982,27.76981035,0.210377351
1999,27.755,0.210265152
1992,27.75030868,0.210229611
1979,27.736,0.210121212
1993,27.735,0.210113636
2008,27.733,0.210098485
1989,27.73,0.210075758
1969,27.729,0.210068182
2003,27.725,0.210037879
1977,27.722,0.210015152
1993,27.722,0.210015152
1992,27.708,0.209909091
1993,27.706,0.209893939
1992,27.703,0.209871212
2002,27.7,0.209848485
1979,27.7,0.209848485
1969,27.7,0.209848485
1981,27.7,0.209848485
1989,27.696,0.209818182
1983,27.69313384,0.209796468
1990,27.681,0.209704545
1971,27.671,0.209628788
2003,27.67007401,0.209621773
2007,27.663,0.209568182
2007,27.663,0.209568182
1984,27.651,0.209477273
2008,27.643,0.209416667
1980,27.636,0.209363636
1993,27.635,0.209356061
1988,27.623,0.209265152
2005,27.62,0.209242424
1991,27.619,0.209234848
1974,27.611,0.209174242
2006,27.609,0.209159091
1978,27.607,0.209143939
2005,27.605,0.209128788
1997,27.605,0.209128788
1983,27.60381564,0.209119815
1986,27.6,0.209090909
1975,27.6,0.209090909
1991,27.6,0.209090909
1989,27.596,0.209060606
1991,27.59370032,0.209043184
1988,27.59273098,0.209035841
1986,27.592,0.209030303
1989,27.591,0.209022727
2004,27.59,0.209015152
2001,27.574,0.208893939
1999,27.57233865,0.208881353
1988,27.56710857,0.208841732
1993,27.563,0.208810606
2004,27.563,0.208810606
2008,27.555,0.20875
1987,27.545,0.208674242
1991,27.54,0.208636364
1979,27.539,0.208628788
2000,27.526,0.208530303
1984,27.52595576,0.208529968
1989,27.518,0.208469697
1966,27.515,0.20844697
1964,27.509,0.208401515
1999,27.509,0.208401515
1981,27.50805544,0.208394359
1979,27.505,0.208371212
1996,27.5,0.208333333
1974,27.5,0.208333333
1970,27.5,0.208333333
1979,27.5,0.208333333
1979,27.5,0.208333333
1994,27.491,0.208265152
2008,27.484,0.208212121
1986,27.483,0.208204545
2000,27.477,0.208159091
1995,27.47,0.208106061
2003,27.469,0.208098485
1980,27.457,0.208007576
1972,27.44,0.207878788
1994,27.435,0.207840909
2007,27.435,0.207840909
1985,27.428,0.207787879
1990,27.41841034,0.20771523
1985,27.415,0.207689394
1992,27.4,0.207575758
1981,27.397,0.20755303
1965,27.397,0.20755303
1980,27.396,0.207545455
2004,27.3789713,0.207416449
1985,27.368,0.207333333
1993,27.345,0.207159091
1970,27.33837347,0.20710889
2000,27.318,0.206954545
1993,27.314,0.206924242
1986,27.30840505,0.206881856
1996,27.30333658,0.206843459
2003,27.303,0.206840909
1974,27.3,0.206818182
1996,27.3,0.206818182
1980,27.29885492,0.206809507
2001,27.297,0.206795455
1981,27.289,0.206734848
2008,27.281,0.206674242
1987,27.277,0.206643939
2008,27.273,0.206613636
1996,27.262521,0.20653425
1995,27.241,0.206371212
1993,27.235,0.206325758
1990,27.233,0.206310606
1987,27.20275973,0.206081513
1997,27.2,0.206060606
1972,27.2,0.206060606
1980,27.2,0.206060606
1973,27.199,0.20605303
2001,27.185,0.20594697
1984,27.17735082,0.205889021
2004,27.177,0.205886364
2001,27.176,0.205878788
1989,27.15341101,0.205707659
1993,27.1466741,0.205656622
1985,27.13349514,0.205556781
2002,27.124,0.205484848
2005,27.11886118,0.205445918
1981,27.114,0.205409091
2008,27.104,0.205333333
1978,27.1,0.20530303
1961,27.1,0.20530303
1976,27.1,0.20530303
2000,27.09,0.205227273
2000,27.08943826,0.205223017
1970,27.084,0.205181818
1988,27.074,0.205106061
1989,27.057388,0.204980212
2001,27.052,0.204939394
1996,27.042,0.204863636
1982,27.032,0.204787879
1988,27.015,0.204659091
1967,27,0.204545455
1973,27,0.204545455
1991,26.999,0.204537879
1982,26.994,0.2045
1987,26.991,0.204477273
1986,26.988,0.204454545
1989,26.96297043,0.204264928
1995,26.96,0.204242424
1966,26.954,0.20419697
2005,26.951,0.204174242
1991,26.951,0.204174242
1990,26.946,0.204136364
1985,26.945,0.204128788
1960,26.93801383,0.204075862
1994,26.927,0.203992424
1972,26.923,0.203962121
1988,26.922,0.203954545
1990,26.902,0.20380303
1960,26.9,0.203787879
1976,26.9,0.203787879
1984,26.9,0.203787879
1978,26.9,0.203787879
1996,26.896,0.203757576
1994,26.889,0.203704545
1995,26.874,0.203590909
1982,26.87,0.203560606
1991,26.865,0.203522727
1982,26.86,0.203484848
2006,26.85531836,0.203449382
1964,26.849,0.203401515
1971,26.849,0.203401515
1992,26.83626935,0.203305071
1997,26.835,0.203295455
1987,26.822,0.20319697
2004,26.821,0.203189394
1993,26.819,0.203174242
1990,26.809,0.203098485
1987,26.8,0.203030303
1980,26.8,0.203030303
1967,26.8,0.203030303
1997,26.79805208,0.203015546
1986,26.79,0.202954545
1997,26.766,0.202772727
2006,26.764,0.202757576
1990,26.75989864,0.202726505
1997,26.74945225,0.202647366
2001,26.745,0.202613636
1988,26.744,0.202606061
2005,26.743,0.202598485
1972,26.742,0.202590909
1985,26.74096283,0.202583052
1966,26.738,0.202560606
1967,26.721,0.202431818
1994,26.72,0.202424242
1983,26.715,0.202386364
2002,26.703,0.202295455
1994,26.702,0.202287879
1988,26.70140847,0.202283398
1960,26.7,0.202272727
1967,26.7,0.202272727
2003,26.684,0.202151515
1996,26.683,0.202143939
1986,26.681,0.202128788
2001,26.669,0.202037879
2001,26.66620872,0.202016733
1990,26.66494812,0.202007183
1972,26.663,0.201992424
1994,26.658,0.201954545
1998,26.654,0.201924242
1983,26.644,0.201848485
1986,26.64,0.201818182
2006,26.64,0.201818182
2002,26.628,0.201727273
1980,26.623,0.201689394
1984,26.6,0.201515152
1985,26.6,0.201515152
1991,26.6,0.201515152
2005,26.6,0.201515152
1974,26.6,0.201515152
1976,26.6,0.201515152
1960,26.599,0.201507576
2007,26.59351659,0.201466035
1990,26.59320125,0.201463646
2002,26.588,0.201424242
1960,26.57,0.201287879
1960,26.5643854,0.201245344
1994,26.56132958,0.201222194
1983,26.559,0.201204545
2004,26.557,0.201189394
1998,26.554,0.201166667
1973,26.55,0.201136364
1991,26.54696381,0.201113362
1995,26.534,0.201015152
1989,26.53,0.200984848
1988,26.529,0.200977273
1975,26.50859713,0.200822706
1998,26.5,0.200757576
1982,26.5,0.200757576
1960,26.5,0.200757576
1985,26.5,0.200757576
1980,26.4898,0.200680303
1965,26.48,0.200606061
1992,26.476,0.200575758
1995,26.475,0.200568182
1992,26.468,0.200515152
2005,26.464,0.200484848
1984,26.45,0.200378788
2000,26.445,0.200340909
1993,26.42446181,0.200185317
1984,26.417,0.200128788
1988,26.4,0.2
1989,26.4,0.2
1978,26.4,0.2
2001,26.392,0.199939394
2006,26.391,0.199931818
1986,26.38883768,0.199915437
1999,26.367,0.19975
1989,26.356,0.199666667
2006,26.347,0.199598485
2008,26.32404763,0.199424603
1996,26.315,0.199356061
1981,26.3,0.199242424
1977,26.3,0.199242424
1986,26.3,0.199242424
2002,26.299,0.199234848
1996,26.27,0.199015152
2004,26.254,0.198893939
2003,26.252,0.198878788
1985,26.246,0.198833333
1998,26.24028959,0.198790073
2002,26.23816793,0.198773999
2002,26.235,0.19875
1994,26.232,0.198727273
1974,26.232,0.198727273
1987,26.22,0.198636364
2005,26.218,0.198621212
1983,26.21142112,0.198571372
1998,26.20081821,0.198491047
1970,26.2,0.198484848
1980,26.2,0.198484848
1962,26.2,0.198484848
2000,26.182,0.198348485
1994,26.177,0.198310606
1985,26.172,0.198272727
1997,26.168,0.198242424
1995,26.158,0.198166667
1991,26.15765189,0.198164029
1991,26.152,0.198121212
1965,26.128,0.197939394
1996,26.127,0.197931818
1989,26.11743893,0.197859386
1990,26.115,0.197840909
1986,26.114,0.197833333
2003,26.108,0.197787879
1989,26.106,0.197772727
1991,26.101,0.197734848
1983,26.1,0.197727273
1999,26.1,0.197727273
1970,26.1,0.197727273
1993,26.1,0.197727273
1992,26.1,0.197727273
1996,26.1,0.197727273
1960,26.1,0.197727273
1971,26.1,0.197727273
1989,26.1,0.197727273
2003,26.095,0.197689394
1986,26.086,0.197621212
1996,26.084,0.197606061
1967,26.08,0.197575758
1994,26.07423722,0.1975321
1985,26.074,0.197530303
1961,26.071,0.197507576
2007,26.067,0.197477273
1993,26.063,0.19744697
1991,26.05982085,0.197422885
1987,26.046,0.197318182
1990,26.039,0.197265152
1989,26.033,0.197219697
1990,26.031,0.197204545
1988,26.026,0.197166667
2007,26.023,0.197143939
1991,26.013,0.197068182
1962,26,0.196969697
1961,26,0.196969697
1963,26,0.196969697
1995,26,0.196969697
1977,26,0.196969697
1984,25.997,0.19694697
2001,25.994,0.196924242
1987,25.993,0.196916667
1992,25.991,0.196901515
1995,25.981,0.196825758
1994,25.971,0.19675
2003,25.95295592,0.196613302
1987,25.934,0.196469697
1987,25.93263872,0.196459384
1992,25.93,0.196439394
1967,25.922,0.196378788
2004,25.919,0.196356061
1990,25.9,0.196212121
1962,25.9,0.196212121
1981,25.9,0.196212121
1987,25.897,0.196189394
1986,25.895,0.196174242
1973,25.885,0.196098485
1988,25.883,0.196083333
2002,25.861,0.195916667
2005,25.845,0.195795455
2005,25.833,0.195704545
1980,25.82539609,0.19564694
2002,25.814,0.195560606
2003,25.8,0.195454545
1970,25.8,0.195454545
2000,25.8,0.195454545
1965,25.8,0.195454545
1970,25.8,0.195454545
1976,25.8,0.195454545
1977,25.8,0.195454545
1983,25.8,0.195454545
2007,25.799,0.19544697
1967,25.794,0.195409091
1999,25.78724478,0.195357915
1994,25.786,0.195348485
2007,25.782,0.195318182
1995,25.77545016,0.195268562
1993,25.77,0.195227273
1981,25.768,0.195212121
1990,25.75056896,0.195080068
1996,25.745,0.195037879
1992,25.74112646,0.195008534
1961,25.736,0.194969697
1999,25.72914553,0.194917769
1990,25.728,0.194909091
2008,25.726,0.194893939
1975,25.72225621,0.194865577
1988,25.714,0.19480303
1998,25.71,0.194772727
1992,25.70891052,0.194764474
1991,25.707,0.19475
1997,25.703,0.194719697
1964,25.7,0.19469697
1987,25.7,0.19469697
1991,25.69772101,0.194679705
1990,25.697,0.194674242
2004,25.697,0.194674242
1997,25.693,0.194643939
1997,25.686,0.194590909
2006,25.667,0.19444697
2002,25.661,0.194401515
1974,25.651,0.194325758
2003,25.649,0.194310606
1992,25.64812726,0.194303994
1992,25.646,0.194287879
2003,25.64,0.194242424
1994,25.626,0.194136364
2005,25.616,0.194060606
1984,25.61466077,0.19405046
1990,25.61,0.194015152
1999,25.609,0.194007576
1997,25.603,0.193962121
1969,25.6,0.193939394
1986,25.6,0.193939394
1990,25.6,0.193939394
1971,25.6,0.193939394
1994,25.6,0.193939394
1987,25.579,0.193780303
1995,25.56876917,0.193702797
1997,25.568,0.19369697
1987,25.55,0.193560606
1975,25.53790443,0.193468973
1994,25.52,0.193333333
1968,25.518,0.193318182
1965,25.518,0.193318182
2004,25.513,0.193280303
1961,25.5,0.193181818
1966,25.5,0.193181818
1995,25.5,0.193181818
1984,25.5,0.193181818
1995,25.5,0.193181818
1981,25.5,0.193181818
1963,25.5,0.193181818
1968,25.5,0.193181818
1997,25.5,0.193181818
2004,25.488,0.193090909
1991,25.481,0.193037879
2000,25.47295201,0.192976909
1962,25.467,0.192931818
1966,25.456,0.192848485
1995,25.45,0.19280303
1982,25.44755199,0.192784485
1980,25.443,0.19275
2004,25.438,0.192712121
1989,25.432,0.192666667
1992,25.432,0.192666667
2001,25.426,0.192621212
2006,25.421,0.192583333
1997,25.409,0.192492424
1968,25.407,0.192477273
2001,25.4,0.192424242
1994,25.4,0.192424242
2000,25.39408632,0.192379442
1991,25.391,0.192356061
2006,25.391,0.192356061
2008,25.385,0.192310606
2005,25.377,0.19225
1985,25.365,0.192159091
1988,25.36,0.192121212
1996,25.353,0.192068182
1974,25.34,0.191969697
1992,25.331,0.191901515
1993,25.329,0.191886364
2006,25.327,0.191871212
1993,25.32684006,0.19187
2005,25.319,0.191810606
1999,25.312,0.191757576
1966,25.3,0.191666667
1984,25.3,0.191666667
1972,25.3,0.191666667
1975,25.3,0.191666667
1996,25.3,0.191666667
1997,25.3,0.191666667
2004,25.29534059,0.191631368
1998,25.287,0.191568182
1982,25.267,0.191416667
1989,25.267,0.191416667
1998,25.262,0.191378788
2008,25.256,0.191333333
1979,25.243,0.191234848
1992,25.243,0.191234848
1991,25.242,0.191227273
2001,25.2173962,0.19104088
1988,25.217,0.191037879
1982,25.2,0.190909091
1992,25.2,0.190909091
1962,25.2,0.190909091
1964,25.2,0.190909091
1990,25.2,0.190909091
1983,25.2,0.190909091
1990,25.2,0.190909091
1993,25.19918762,0.190902937
2006,25.19,0.190833333
2004,25.185,0.190795455
1996,25.17652396,0.190731242
1995,25.176,0.190727273
1995,25.168,0.190666667
1995,25.168,0.190666667
1995,25.167,0.190659091
2007,25.162,0.190621212
2005,25.147,0.190507576
2006,25.134,0.190409091
1998,25.132,0.190393939
1998,25.13,0.190378788
1973,25.123,0.190325758
2006,25.11,0.190227273
1993,25.10762165,0.190209255
1975,25.1,0.190151515
1961,25.1,0.190151515
1991,25.1,0.190151515
1985,25.1,0.190151515
2001,25.09806776,0.190136877
1991,25.092,0.190090909
2008,25.081,0.190007576
1992,25.072,0.189939394
1987,25.071,0.189931818
1988,25.0694151,0.189919811
1978,25.065,0.189886364
1982,25.06254084,0.189867734
1987,25.06168558,0.189861254
1991,25.058,0.189833333
1991,25.05796521,0.18983307
1988,25.043,0.189719697
1988,25.042,0.189712121
1977,25.035,0.189659091
2007,25.035,0.189659091
2003,25.034,0.189651515
1993,25.029,0.189613636
1996,25.02389963,0.189574997
1975,25.023,0.189568182
2002,25.01882805,0.189536576
2007,25.018,0.189530303
1993,25.008,0.189454545
2002,25,0.189393939
1963,25,0.189393939
1978,25,0.189393939
1985,25,0.189393939
1989,24.995,0.189356061
1994,24.99499147,0.189355996
1978,24.994,0.189348485
2000,24.971,0.189174242
2005,24.94913233,0.189008578
1977,24.941,0.18894697
1989,24.936,0.188909091
1982,24.931,0.188871212
2005,24.93,0.188863636
2007,24.929,0.188856061
1992,24.929,0.188856061
2006,24.914,0.188742424
1976,24.909,0.188704545
2005,24.909,0.188704545
2003,24.903,0.188659091
1962,24.9,0.188636364
1968,24.9,0.188636364
1969,24.9,0.188636364
1987,24.9,0.188636364
1991,24.9,0.188636364
1992,24.9,0.188636364
1999,24.899,0.188628788
1992,24.89468016,0.188596062
1976,24.885,0.188522727
1998,24.884,0.188515152
2003,24.8728239,0.188430484
2007,24.868,0.188393939
2002,24.86751793,0.188390287
1990,24.864,0.188363636
1999,24.857,0.188310606
1974,24.82,0.188030303
1994,24.80833516,0.187941933
1997,24.807,0.187931818
1999,24.806,0.187924242
1989,24.801,0.187886364
1980,24.8,0.187878788
2003,24.8,0.187878788
1988,24.8,0.187878788
1975,24.8,0.187878788
1970,24.8,0.187878788
1995,24.799,0.187871212
1975,24.79,0.18780303
1998,24.782,0.187742424
2006,24.776,0.18769697
1963,24.768,0.187636364
1962,24.767,0.187628788
1997,24.76291148,0.187597814
1979,24.761,0.187583333
1986,24.751,0.187507576
1993,24.744,0.187454545
1994,24.739,0.187416667
1993,24.736,0.187393939
2007,24.735,0.187386364
2008,24.733,0.187371212
2008,24.728,0.187333333
1969,24.725,0.187310606
1995,24.725,0.187310606
1994,24.72022166,0.187274407
2007,24.718,0.187257576
2004,24.71683239,0.18724873
1996,24.712,0.187212121
1968,24.708,0.187181818
1976,24.7,0.187121212
1979,24.7,0.187121212
1982,24.7,0.187121212
2008,24.698,0.187106061
2008,24.698,0.187106061
1996,24.694,0.187075758
2003,24.68892097,0.18703728
2000,24.684,0.187
2001,24.675,0.186931818
1990,24.669,0.186886364
2008,24.625,0.18655303
2008,24.624,0.186545455
2007,24.612,0.186454545
1993,24.612,0.186454545
1999,24.606,0.186409091
2006,24.6047387,0.186399536
1963,24.6,0.186363636
1994,24.6,0.186363636
1986,24.59224782,0.186304908
1984,24.585,0.18625
1998,24.579,0.186204545
2005,24.57550819,0.186178092
1975,24.569,0.186128788
1968,24.565,0.186098485
1991,24.546,0.185954545
2008,24.54,0.185909091
2000,24.528,0.185818182
1992,24.526,0.18580303
1994,24.525,0.185795455
1993,24.52,0.185757576
1995,24.518,0.185742424
1992,24.515,0.185719697
2002,24.506,0.185651515
1983,24.5,0.185606061
1993,24.5,0.185606061
1977,24.5,0.185606061
1968,24.5,0.185606061
1969,24.492,0.185545455
1995,24.4900774,0.185530889
1995,24.488,0.185515152
2004,24.48648576,0.18550368
1967,24.484,0.185484848
1991,24.484,0.185484848
2001,24.458,0.185287879
1993,24.44576289,0.185195173
1992,24.441,0.185159091
1992,24.43063265,0.18508055
1993,24.412,0.184939394
2006,24.41064996,0.184929166
1996,24.409,0.184916667
2000,24.4,0.184848485
1965,24.4,0.184848485
1981,24.4,0.184848485
1982,24.4,0.184848485
1962,24.4,0.184848485
2002,24.399,0.184840909
1985,24.396,0.184818182
2007,24.391,0.184780303
1993,24.388,0.184757576
1994,24.385,0.184734848
1995,24.3812056,0.184706103
2006,24.377,0.184674242
1996,24.375,0.184659091
1980,24.37,0.184621212
2008,24.36,0.184545455
2000,24.337,0.184371212
1996,24.329,0.184310606
1990,24.325,0.184280303
1998,24.318,0.184227273
1983,24.3,0.184090909
1980,24.3,0.184090909
1992,24.3,0.184090909
1974,24.3,0.184090909
1961,24.3,0.184090909
2005,24.29671606,0.184066031
1995,24.2911969,0.184024219
1983,24.283,0.183962121
1966,24.28,0.183939394
1994,24.264,0.183818182
1986,24.26169029,0.183800684
1960,24.253,0.183734848
1994,24.246,0.183681818
1989,24.24118435,0.183645336
2007,24.23926459,0.183630792
1998,24.23849041,0.183624927
1987,24.234,0.183590909
1997,24.221,0.183492424
1988,24.20472485,0.183369128
2007,24.20356467,0.183360338
1999,24.20228688,0.183350658
1964,24.2,0.183333333
1976,24.2,0.183333333
2002,24.199,0.183325758
1990,24.198,0.183318182
2004,24.195,0.183295455
1989,24.191,0.183265152
1981,24.18766429,0.183239881
1997,24.18604212,0.183227592
1997,24.174,0.183136364
1997,24.171,0.183113636
1989,24.15,0.182954545
1997,24.146,0.182924242
1974,24.14,0.182878788
1966,24.138,0.182863636
2004,24.132,0.182818182
2003,24.125,0.182765152
2008,24.121,0.182734848
2000,24.119,0.182719697
1983,24.109,0.182643939
2006,24.10286192,0.182597439
1994,24.1015336,0.182587376
2004,24.1,0.182575758
1994,24.1,0.182575758
1978,24.1,0.182575758
1983,24.1,0.182575758
1978,24.1,0.182575758
1982,24.1,0.182575758
1992,24.1,0.182575758
1994,24.099,0.182568182
1992,24.087,0.182477273
1960,24.08,0.182424242
1994,24.075,0.182386364
1996,24.06031331,0.182275101
1970,24.059,0.182265152
2008,24.05489689,0.182234067
1993,24.038,0.182106061
1976,24.033,0.182068182
1995,24.03,0.182045455
1993,24.02247737,0.181988465
2003,24.005,0.181856061
1962,24,0.181818182
1977,24,0.181818182
1978,24,0.181818182
1992,24,0.181818182
1982,24,0.181818182
1983,24,0.181818182
1979,24,0.181818182
1992,24,0.181818182
1972,24,0.181818182
1993,24,0.181818182
1999,23.995,0.181780303
1964,23.994,0.181772727
1993,23.992,0.181757576
2002,23.99,0.181742424
2004,23.978,0.181651515
1960,23.97152386,0.181602453
1998,23.97138286,0.181601385
1996,23.9617691,0.181528554
1995,23.952,0.181454545
1998,23.947,0.181416667
2001,23.945,0.181401515
1975,23.938,0.181348485
1990,23.933,0.181310606
2001,23.921,0.181219697
1988,23.919,0.181204545
2007,23.90513317,0.181099494
1980,23.9,0.181060606
1960,23.9,0.181060606
1998,23.9,0.181060606
1982,23.89834222,0.181048047
2003,23.897,0.181037879
2005,23.895,0.181022727
1961,23.891,0.180992424
1981,23.884,0.180939394
2008,23.88206747,0.180924754
2000,23.878,0.180893939
1999,23.876,0.180878788
1996,23.87418516,0.180865039
2007,23.872,0.180848485
1998,23.87,0.180833333
1988,23.863,0.180780303
2001,23.862,0.180772727
1995,23.861,0.180765152
1999,23.853,0.180704545
2004,23.841,0.180613636
1960,23.809,0.180371212
2005,23.8,0.18030303
1966,23.8,0.18030303
1987,23.8,0.18030303
1975,23.8,0.18030303
1964,23.8,0.18030303
1994,23.791,0.180234848
1991,23.788,0.180212121
1999,23.788,0.180212121
1986,23.779,0.180143939
1985,23.76498396,0.180037757
1998,23.76,0.18
2006,23.752,0.179939394
1999,23.75004134,0.179924556
2000,23.74653963,0.179898028
1996,23.731,0.179780303
1994,23.72520061,0.179736368
1969,23.725,0.179734848
2003,23.724,0.179727273
1999,23.722,0.179712121
1963,23.72,0.17969697
2008,23.70764991,0.179603408
1993,23.7,0.179545455
1967,23.7,0.179545455
1967,23.7,0.179545455
1984,23.7,0.179545455
1990,23.7,0.179545455
1960,23.7,0.179545455
1999,23.7,0.179545455
1997,23.696,0.179515152
1993,23.693,0.179492424
1998,23.691,0.179477273
1973,23.681,0.179401515
2001,23.673,0.179340909
1970,23.669,0.179310606
1997,23.66376667,0.17927096
1995,23.653,0.179189394
1989,23.644,0.179121212
1986,23.635,0.17905303
1994,23.633,0.179037879
1990,23.61945187,0.178935241
1997,23.617,0.178916667
1987,23.6,0.178787879
1981,23.6,0.178787879
1993,23.6,0.178787879
1996,23.6,0.178787879
1987,23.6,0.178787879
1992,23.6,0.178787879
1985,23.599,0.178780303
1987,23.598,0.178772727
1996,23.598,0.178772727
1968,23.597,0.178765152
1983,23.595,0.17875
1984,23.586,0.178681818
1987,23.57810733,0.178622025
1995,23.5780083,0.178621275
1998,23.578,0.178621212
1961,23.577,0.178613636
2007,23.552,0.178424242
2004,23.55,0.178409091
1990,23.548,0.178393939
1997,23.54415149,0.178364784
2005,23.54,0.178333333
1991,23.524,0.178212121
1982,23.515,0.178143939
1991,23.514,0.178136364
1990,23.512,0.178121212
1982,23.509,0.178098485
2008,23.508,0.178090909
1969,23.504,0.178060606
2006,23.5,0.178030303
1985,23.5,0.178030303
1996,23.5,0.178030303
2007,23.5,0.178030303
1996,23.496,0.178
1988,23.491,0.177962121
1994,23.486,0.177924242
1984,23.485,0.177916667
2001,23.482,0.177893939
1989,23.47308983,0.177826438
1985,23.471,0.177810606
2000,23.468,0.177787879
1999,23.467,0.177780303
1995,23.466,0.177772727
2000,23.463,0.17775
1992,23.46,0.177727273
1997,23.45502094,0.177689553
1971,23.444,0.177606061
1983,23.4390593,0.177568631
1977,23.438,0.177560606
2002,23.435,0.177537879
1985,23.42442538,0.177457768
2008,23.424,0.177454545
1962,23.412,0.177363636
2000,23.411,0.177356061
1996,23.402,0.177287879
1964,23.4,0.177272727
1997,23.4,0.177272727
1985,23.4,0.177272727
1979,23.4,0.177272727
1963,23.4,0.177272727
1972,23.4,0.177272727
1998,23.4,0.177272727
2000,23.4,0.177272727
2000,23.39766415,0.177255031
2002,23.388,0.177181818
1996,23.387,0.177174242
1982,23.384,0.177151515
2005,23.377,0.177098485
2005,23.37,0.177045455
1974,23.369,0.177037879
1996,23.368,0.177030303
1981,23.366,0.177015152
1962,23.349,0.176886364
1987,23.33,0.176742424
1993,23.32,0.176666667
1999,23.319,0.176659091
1983,23.31,0.176590909
1984,23.307,0.176568182
1982,23.3,0.176515152
2006,23.3,0.176515152
1961,23.3,0.176515152
1973,23.3,0.176515152
1961,23.3,0.176515152
1989,23.299,0.176507576
2008,23.299,0.176507576
1995,23.27767925,0.176346055
1990,23.276,0.176333333
1994,23.273,0.176310606
1972,23.262,0.176227273
2002,23.262,0.176227273
1995,23.26,0.176212121
1994,23.252,0.176151515
2000,23.247,0.176113636
